inputs,rating,id,word_length,date
"""They claimed my gift card didn't exist. Then said it had been used up. Then found it. Then charged my credit card anyway. Then refunded the charge. Then lost the balance of the gift card. Then said it didn't exist. Then stopped communicating. Caveat emptor. There is no customer service worth mentioning.""",1,1131,304,2018-01-25
"""My account was hacked and the hacker did rides fraud and charged 800 soles and Uber when I reported charged it too. My credit card 800 soles and after all the proof provided by me they agreed to give the money back and they mistakenly send it some unknown account not owned by me even though I reminded them my right account and now when I updated all my information they asked for dragging for 2 months and now when I was upset they decided not to return my money and block my account. Great way of robbing.""",1,1132,508,2018-09-13
"""Fast and low cost service. Used five times so far and always reliable. Sure beats taxis. Drivers were very professional and easy to work with. Paying for the ride with my credit card and the map showing where my driver is relative to picking me up are nice features.""",5,1133,266,2018-07-13
"""Use Code : STEVE4989 - 1ST FREE RIDE UPTO $25 ( ON LYFT ) - DOWNLOAD FREE APP FOR IPHONE OR ANDROID""",1,1134,99,2014-08-28
"""I had the most horrible experience this afternoon riding an Uber taxi to Bush Intercontinental Airport, Houston. First of all, the exterior of the car was very dirty. The interior was no better, filth and grime was visible in the dashboard area. The car reeked of cigarette. When I asked the Driver if he had been smoking, all he did was fiddle with the A/C vents. After a while, he rolled down the window on his side slightly, I guess to reduce the cigarette smell, but that didn't really help. External heat and fumes came into the car, worsening the situation. I could hardly breathe and I developed a headache. My clothes still smell of cigarette.""",1,1135,651,2015-09-24
"""I will try to be professional: don't use uber or uber eats or lyft. I did all three and gave awesome clean and professional rides and all three fired me due to \"" low ratings!\"" I never heard one complaint from any of them \""customers\"" now I am fighting to keep my car now I had for a year. I am depressed so much. I feel let down. So if you all cared about people then you would try to help with the ratings. I was hoping I would have a nice home for my family. My daughter has autism and my son with backwards repetitive ADHD and I can't do anything fun with them and my mom has health issues... wanted to help her as well. But nooo I can't now. So thanks for nothing you stupid companies who are cold blooded crooks who steal from all of us to feed your fat **! Sorry to those ripped off... I was too as a driver.""",1,1136,813,2019-02-19
"""I requested an Uber ride on Thursday the 15th 2016 to take me from my home in Apopka Vineland to a Dentist Office in Dr. Phillips. The Uber arrived and took me to an address that I explained to him did not appear to be the correct address as it appeared to be that of a private home in a private neighborhood instead. I tried to explain this to the Uber driver, however, very rudely he requested assured me that that was the correct address. I got out of the vehicle to check the place out and see if it was the office, but, the Uber turned around and left me there (IN THE MIDDLE OF NOWHERE!!!!) _x000D_I contacted Uber on their contact line to tell them about their experience on repetitive occasions, however, to this day 23rd of the month no one ever did. This is quite unbelievable for me as I have been riding with Uber for a long time and dedicated; but if I ever have something like an outstanding balance with them they never play to hurry notify me for their funds. All I wanted was for someone to return my messages so I could state my case. Was that too much to ask for???""",1,1137,1084,2016-12-23
"""My Uber account was locked because Uber claims that I have outstanding charges on my account. At this moment, I have 5 supposed outstanding balances on my account from Ubereats. I say that it is supposed because I was charged for all 5 transactions and the money has been taken out from my bank account and paid for. I have been emailing back and forth to Uber about this, but every time it is always someone different replying to me and it is as though they do not even read the previous replies. All they keep telling me is that the charges are legitimate. The first time they told me it is legitimate, then I relied and told them that I was charged and I have my bank statement to prove it, then the next person tells me that it looks as though the charges were disputed and refunded to me, then the next person tells me the charges are legitimate and does not read the previous emails. """,1,1138,890,2017-06-06
"""On Feb 14th night I was boarding an Uber cab that my daughter booked, when the driver started without checking if I got in or door was closed. Result was that my right foot came under the wheel of the car. I had to shout at him to stop. I asked him to reverse the car and it took him a good five minutes before he inched back a bit. I told him to reverse more as my foot was still stuck. Passers-by had to yell at him before he decided to move back. The pain was unbearable. I did not go to the hospital then as the insurance was left back in my daughters apartment.""",1,1139,566,2017-03-06
"""Uber is the worst company I have ever dealt with - ever. They constantly try to nickel and dime you with their sneaky fees and incompetent drivers are the worst in the business. They shouldn't be allowed to charge you whatever they want and when you dispute it they do nothing but tell you, \""Hey you have a lot of disputes\"" - well hello maybe it's because you guys suck? I deleted my account and will never use them again.""",1,1140,422,2019-05-09
"""Speaking as a driver for almost two years, as well as a customer for even longer. Uber by far has the worst customer service experiences. That is as a driver and customer. Avoid Uber at all costs, if you have an issue or report of a wrongful charge on your account, forget about it, you will never see that money again. Uber customer support does not even have a number you can call! Finding the email support line is very difficult, and once you do, you won't get a response back or even the slightest bit helpful of a response. """,1,1141,530,2019-02-17
"""Multiple experiences with Uber India via email has convinced me that their staff's competence, training level provided to them by Uber India and their internal group who frames processes for non US countries SUCK BIG TIME. I have used them in the US sparingly mostly to & from airport trips. Never had an issue with promptness, billing and quality of ride. Ride quality - one expects clean vehicles on pricier rides. Nopes. Many stink worse than a public transport. Billing - despite using same credit card on multiple previous occasions, I am told they can't charge it on some of the rides.""",1,1142,591,2017-05-01
"""Uber doesn't care for its drivers. So UBER doesn't take any fuel charges for over 2 weeks, then sends a letter explaining how it was their fault and they will correct the problem over two pay periods only take all the fuel charges from me in one pay. And on top of that, riders damage my vehicle and UBER tells me pay $1,000 deductible to file a claim. They overcharge riders on the upfront pricing and takes over 25% of nearly all rides over 2 miles. And it's not fair that driving at night subjects me to being rated by drunk racists who in turn are the deciding factors to whether I am able to continue driving on the platform.""",1,1143,630,2017-02-10
"""Uber website needs improvements.  Fare quote doesn't work and doesn't tell you what it will take to work (e.g. what type of info).  I simply chose New Orleans and then said airport or MSY airport and Westin Hotel Canal street.   It should be able to figure that out.   When you clear results to try again, you can't edit the start location - you have to reload the page which takes you back to choosing a city.   Found it completely in effective._x000D_Another flaky thing is that I log in and it shows my account then I go to get a fare quote and it takes be back to search city and implies that I need to log in again.    Hope they can fix these few simple things.   Using IE 11.0.96""",2,1144,685,2014-10-12
"""Yes a customer gives a driver a back comment to be evil, as that the driver was too slow when only was a the speed limit. What the driver has to do race in the street to make the passenger happy, and get a ticket for speeding. The driver got suspended for a week, and forced to take a class for $60. The drivers are making money for UBER to be treated like crap.""",1,1145,362,2015-10-21
"""01/28/19. In the morning I had a fine ride to the Courthouse. In the afternoon I requested a ride back home. Ride 1: I didn't move from where I called. After the 5 minutes wait Uber sent a cancellation message. Immediately I booked again. Ride 2: Uber message asked me to walk 2 long blocks to a different pickup location within 3 minutes. I informed that it was an impossibility because I have mobility difficulties. I walked half block on that time. A new cancellation message came. I didn't call again. I was forced to use the reliable public transportation because I could not rely on a next call to Uber. I got NO UBER RIDE, my card had been charged $20.00 (3 times the original fee). I got $10.00 towards the next ride. This is a nightmare and feels like a scam. I need a full refund to my card and not a discount for the next ride. Please correct these transactions.""",1,1146,873,2019-01-29
"""I called Uber. I first selected rideshare. They never came and said they could not provide the service and to try again later. They billed 5.00 for not showing up. Screw them. I tried again Then the guy who showed up, didn't have the car they said. He was using his girlfriend's car. The method for asking for a refund is no use. It cost too much time to get the 5.00 back. I will not use UBER again.""",1,1147,400,2018-02-14
"""I received half coke all spilled and fries were all sad and Mc Oreo flurry was open all melted.. I send feedback immediately on app.. Send pic of coke too.. And they only refunded for Oreo flurry.. Rest all food was wasted.. BUT NIRAJ ** said that madam apne Sirf Oreo k bare me Likha.. But he dint understand English review about entire order was waste.. And was arguing with me on call... Highly not recommended... Zomato and Swiggy is far better... At least Customer service is literate there.""",1,1148,496,2019-04-30
"""The Uber driver cancelled the trip himself without consulting me. I was waiting for the driver to pick me up. While I was waiting, I received the email that the trip is cancelled and I was charged R25. I struggled to get hold of them to solve the problem, because everything is online with them. I managed to submit my complaint with them online. They took about two hours to come back. A Mr ** told me I must check that the reverse the money back into my account, which is not true. They only reverse the amount which they would've charged me for the trip but not the cancellation fees. I sent Mr ** an email again and told him that I was not reimbursed with the cancellation fees. He replied to me with an attitude in bold that the driver must get paid for a cancelled trip and at the same time the attitude is \""what do you further want us to do. The matter is resolved and like leave it and keep quiet.\"" """,1,1149,907,2017-10-02
"""I ordered an Uber. Price estimate was between 27-35$. I ordered Uber, and they charged me 73.00$. More than double the price estimate. There was no traffic. I took that route multiple times, at different times of the day and the maximum charge for the trip was 38-40$. Now 73.00$. I wrote to them numerous times, but they gave me silly explanation and never refunded my money. Definitely they should not charge me more than 35$. They have your credit cards, and they think they can charge whatever they feel like it. Someone has to look at what Uber is doing.""",3,1150,559,2019-04-16
"""My last two experiences with Uber were not too great. The car that picked me up was old, dirty and nasty with dog hair everywhere and the air conditioner didn't work. It was 90+ degrees out and we had to ride with the windows down. The experience was a ride to the airport and that was frantic. The man had only been in my town for a few weeks and he was confused on how to get to the airport. I don't think Uber is checking on who's driving and in what vehicles.""",3,1151,463,2017-10-28
"""this unprofessional driver wangjiku, I requested uber around 9:25.. if she don't have idea on pick up location she should not accept the request first of all.. but she accepted my request.. I wait for her nearly half an hour.. I'm giving her directions in the phone very clearly.. but she can not able to found me.. she even don't know the famous place DMV office of Santa Clara, I stressed her in the phone our famous apartment leasing office is exactly opposite to the DMV office.. but still waste driver did not catche me.. finally she is telling that she is going to cancel the trip in phone, but not even cancelled my trip.. because if I cancel the trip I'll get 2$ charge.. so I'm waiting for her to cancel the trip. I wait for 15 mins she did not cancel the trip. until she cancel the trip I can not able to request for another driver.. because she accepted that she can not able to pickup me, then the right thing is she must cancel the trip.. but not even its happened in this case.. so she has done these many mistakes1) she don't have idea of area where she is going to pick up 2) though I'm giving her clear directions she did not found me_x000D_3) she accepted that she can not able to pick up me after my almost half an hour request.. but still she did not cancel the trip.._x000D_4) because of her unprofessional behavior she charged me cancellation fee.. she wasted my precious time.._x000D_my request to the management is don't give permission to the such kind of unprofessional and unexperinced drivers to drive the uber.. because customers finally get bad openion and worest experiences with the UBER""",1,1152,1619,2016-05-16
"""Having checked out the so called opportunity for drivers, I decided it wasn't for me and notified them of my lack of interest. Then week after week letters from Uber came requesting my DL#, SS# and a block of personal information. I responded in writing that I had no interest in their company. Today, I received notice of adverse action, from their investigative services, stating that my application had been rejected because of my driving record. My driving record has been totally without blemish for 15 years. I do not know if someone is trying to steal my identity or what. Uber never answers my letters.""",1,1153,610,2015-10-13
"""UBER IS A HUGE SCAM, they quote you one price when you request the Uber and then they change the price after you request your ride, they basically double the original price that they quote to you first, this is a huge scam and if you don't check on time they can easily scam you by doubling the price that you never agreed to. I am not done with reporting Uber to every place I can because this is a rip off... I advise everyone to stick to regular taxi cab service.""",1,1154,466,2018-01-31
"""I do not user. My business partner does. Last week in LA I agreed to let her get an Uber to take us to the airport.  We saw the car pass the location once and I said, \""We're in trouble already.\""  The driver came around the block.  Pulled up.  We had a lot of bags.  He didn't lift a finger to help.  After loading the trunk I got in the rear passenger side door.  While sitting there waiting for my partner to get in the other door I saw him put the car into Drive.  I almost said something thinking to myself this guy wouldn't start going before everyone was in the car.  WRONG.  HE STARTED ROLLING.  LUCKILY MY PARTNER, WHO COULD HAVE BEEN SERIOUSLY INJURED, WAS NOT.  He stopped the car.  I said, 'We're out of here.'  Once again, surprise, surprise he didn't help us take anything out.  UBER IS DANGEROUS.  THEIR DRIVERS ARE NOT PROFESSIONAL.  THEIR DRIVERS ARE NOT REQUIRED TO KNOW ANYTHING (ALWAYS RELYING ON THEIR PHONE MAPPING APS) AND THEY DON'T CARRY ANY MORE INSURANCE THAN A NORMAL DRIVER.  This situation ended okay, although stressful.  But the next time....""",1,1155,1072,2016-03-10
"""I was in Madrid with my wife and it was around 8 pm in front of El Corte Ingles, big store like Macy's, so we decide to call Uber for get a ride to the hotel. We wait over 45 minutes, Uber never arrive. But the surprise was that Uber charge to my credit card $ 7.00 Euros ($9.00 US money twice total $18.00 US). On top of that they said that I took the ride to my hotel and the place another charge for $69.00 US. I dispute to the Bank of America for over two months, finally the bank say I have not prove of been or not taking the ride, therefore, \""Sorry we can't give you the refund.\"" So the Bank of America protect Uber, not the customer and to me Uber in Spain is totally a scam. Taxis in Madrid are excellent, inexpensive courteous driver and the best is that they're all over the city of Madrid.""",1,1156,801,2019-01-10
"""I used Uber for travel to and from airports. It is a great way to get to my planes or final destination that is often a good distance from the airports.""",5,1157,152,2018-07-23
"""I have been driving for Uber for four months now. This past Halloween weekend, which is also a very busy football weekend in the area where I live and drive, I drove expecting and knowing that there would be surge pricing. We have some 1000+ college students coming into town for the FL/GA football game. I picked up three different groups of riders from the surging area (it was surging for two solid hours - that is how busy we were). When I got home after these trips I noticed that the fares were not close to what the surge pricing would make them. I immediately emailed customer service about each one of the trips, because you cannot do them but one at a time. I could not get them to understand that the surge pricing was not showing up like it showed on the map.""",1,1158,771,2016-11-03
"""Both Uber vehicles were not clean, old and uncomfortable. Although no tip was required I offered and they accepted. Not overly pleased with the rides.""",4,1159,150,2017-09-08
"""I have noticed in the past months a serious decline in Uber service. Drivers are incredibly unprofessional. For example, today I was late to work so I requested an Uber. A driver accepted my request and the app showed he was just 3 minutes away. As I am waiting, I see the car move away from my location instead of closer. I call the driver, who tells me he is coming around. After waiting another 8 minutes, and seeing he is indeed coming around, he suddenly- and for no reason - cancels the trip when he is just a half block away. """,1,1160,533,2016-06-02
"""I've used Uber many times in the past but I would never use Uber now! Many times I have been billed for rides where the driver literally drove right by me, and I'd have to call for another ride. You are automatically billed $5 if you miss your pickup. INSANITY! The procedure to get your $5 back that has literally been stolen from you is so time-consuming. It simply isn't worth the bother. I already had an unsatisfactory opinion of Uber - before all the HORRIBLENESS that they are today, June 13th 2017... So I'd say, try to catch a Lyft with someone else!""",2,1161,559,2017-09-09
"""I used Uber last year and loved the service.  I again \""attempted\"" to utilize Uber last night (Halloween) for my 16 yr old daughter.  Guess what?  She ended up stranded miles from home due to YOUR inept incompetence.  Needless to say, our Uber days are over.  We will be utilizing Lyft from this point forward.  Choose your merchants wisely!""",1,1162,340,2018-11-01
"""Uber takes the WORST routes! They will take you in circles, then bring you back to your starting point to pick up another rider to make $2. LYFT is no better! Cant wait for more competitors to join the market. Maybe then theyll take their customers best interests into consideration.""",1,1163,283,2018-04-20
"""I was shown a basic fare for the Uber ride that I booked and the amount is usually same for that route (even with Lyft). The ride was completed and the basic fare was deducted which was fine. However, later Uber decided to an additional 5$ on the base fare giving the reason that the route had a flyover where Uber takes surcharge or toll. I often go by that route but never have I paid any toll or surcharges before. I asked them why wasn't it shown in my base fare or when I booked the ride, they did not have any proper answer. I had attached the response to this complaint. Kindly refer.""",1,1164,591,2018-07-10
"""Myself & my daughter travelled on 22/10/2017. We checked Uber from Kompally to Gachhibowli and the amount shown is Rs.339 only. When the driver dropped us he has shown an amount of Rs.1324.27 which is not all correct. I have verified the receipt which is showing an amount of Rs.339.40 plus wait time Rs.3.22 total 342.62 but cash receipt has come for Rs.1324.47. How it is possible. It is possible if the driver continues from the previous trip. How the total of Rs.339/- has become 1324? Please explain. I have travelled with my daughter & hence I paid only Rs.500 after prolonged discussion (no use from your Customer care in spite of contacting). So, tell me what nonsense is going on.""",1,1165,689,2017-10-23
"""I have been using Uber for rides home from work for a year. I always pay the same. Today my 11.00 ride costs 20.52. Same time, same days. That is more than regular taxi charges. Ok, Uber. I hear you're getting sued many times, now I know why.""",1,1166,242,2018-01-04
"""I would give Uber less than one star if I could. I drive for Uber and was shorted time and time again. They short drivers and overcharge passengers. They are trying to make a lot of money fast at others expense. And women drivers are not safe. Women don't last long at Uber. If they don't quit from being put in danger or because their pay is constantly short. I am starting a support group for former female drivers. If you are one, Please contact me. I have a support group in San Diego._x000D_And if you do sign up and drive for Uber please use my referral *. Drive 20 rides in 30 days. Please check current promotion, Uber will change requirements.  If you want to get an even larger bonus contact me directly.  I am my full name at Gmail. _x000D_Renee Belinda Cooper WomenDrivingWomen.org""",1,1167,793,2015-07-01
"""Been trying to start for weeks now. I'm trying to do this on the side. I know I'm not going to get a lot of money out of it. Their support is a joke, like somebody mentioned. I uploaded all of my paperwork. It was not going through and I had to contact them. After weeks of standard replies they finally sorted it out. Now I had to go through a background check. There is no way you can do that through your account profile. I waited on them to send me a link so I can do it. I finally did it. I received an approval and I was ready to go. I was given a $50 towards my first ride if I do it by midnight the same day. Got home ready to go only to find out my account was suspended for some reason. I go through my email to find out that they did a second background check for some reason and listed me in San Francisco even though I live and have all my paperwork from IL. """,1,1168,872,2016-10-20
"""While on a trip tried to use uber without success. There were 5 of us so we needed (according to the website XL or SUV would work) so I selected one in our area and it gave me their phone number.  I called to make sure they would be able to accomodate all of us and the driver said no so i ended up calling the local cab company. Wasted time researching and frustration due to the fact i cant remove my credit card information now! Once its entered you can add more however there is no way to remove it and apparently no customer service!?!""",2,1169,540,2016-10-29
"""A short while ago my social media was hacked, and it expanded into many of my accounts (Uber being one of them). I then went on to delete my account but Uber has a policy of leaving the account open for 30 days after for possible reactivation. This led to the hacker reopening my account and using my credit card. I have since had to change all my cards. After trying to find a number to call (which they do not offer for riders) I emailed them to try and get my account deleted immediately. After 3-4 emails back and forth with them all they have done is \""refund my money\"" (which they said was completed, to a card that is no longer valid) and mark my account for deletion in 30 days (allowing that individual to open my account at their leisure). I would not recommend this service to anyone if they value their privacy.""",1,1170,822,2018-10-22
"""UberPOOL is a total scam and as a matter of fact, I think the algorithm is totally off in many cases. UberPOOL would charge me more than a UberX for exactly the same route during the same time of a week and the only difference is POOL wasted me twice the time for picking up the second passenger from THE AIRPORT, where we had to drive in and wait and pick up the other passenger from one of the terminals. I tried contacting customer service FIVE TIMES because it made no sense to me at all and I doubt whether any of the customer support people had any sense how the product actually works or even how to read at all, because none of them ever answered my question and instead just said very random and useless things to me. Dear Uber, please at least spend some money training your people because they made your company look very stupid and unprofessional. And to NYC passengers, take the yellow cab because they are at least registered officially and the pricing is transparent.""",1,1171,982,2016-04-05
"""An Uber account that was recently set up was hacked today with my credit card info being use to charge at least 3 trips in North Carolina, all with the same driver. Fortunately my credit card company's security is such that they caught it shortly after I did and canceled the card. It seems to be virtually impossible to cancel the Uber account. None of the so-called Uber support numbers function nor can one find out how to do it online.""",1,1172,439,2018-07-23
"""March 11, 2017 2:30 PM realize that the students I drive to Washington DC Stadium to see a concert for St Patrick Day... Did pee inside water bottle, and pee on the floor. Disgusting. Next damaged and scary one people, I was driving on April 02, 2017, cut with razors my leather seat and damaged also with cut the back seat. My Suburban car is new 2016, I work hard for to pay and Uber told me they will reimburse me if I send the estimation not later than 5 days. I did in 2 days, now a stupid guy in India or Philippines, who do not know what he is talking about say, something about and try to argue for something who was already agree. I can't wait to get customer service for drivers in USA!!! Drivers be aware please.""",1,1173,723,2017-04-12
"""Started driving for Uber Nov 2015. Made good money so upgraded my vehicle March 2016. But due to tags being TNC, can't transfer unless TNC is removed. Now trying to reapply with Uber and I'm getting the run's. Even the referred driver I invited now after they completed the required 50 trips they told me that the driver didn't meet a requirement but which requirement? They won't list nor directly tell me also why my background isn't going through. Would never again refer anymore contacts to this faults lying. No real contact by landline place to anyone. Also watch your taxes. They don't report that 20-35% they take from you on you 1099 naughtier. Eye Wide Open!!!""",1,1174,670,2016-06-03
"""The idea of the company is great-- but the execution is terrible. The \""surcharges\"" are the most ridiculous charges I have ever seen. I have paid $25 for a gross taxi ride, but that surely beats a $118 uber ride, for the same mileage, time, etc. No amount of snacks, water, or nice vehicles can ever make up for the ridiculous charges. I have had 4+ terrible experiences with both myself or friends with insane upcharges & shady \""end trips\"". While I have also had good trips (at 4 pm on a Monday, or 9 pm on a Friday), the absolute exorbitant fees will surely keep me away!""",1,1175,572,2015-03-01
"""I have 35 dollars credits from Amex for Uber. When I made a purchase with credit in Uber Eats it only applies 1.61 dollar credit to my purchase, and I paid $31.51 when I still over $33 credit in the account. I contact customer service, and they told me they can't do anything about it. What a ** company.""",1,1176,304,2017-12-21
"""If you want to save money, Do NOT rely on Uber! They will rip you off! I was lured into using Uber when they automatically sent me a promo code that offered $15 off my first ride and when I came across a promo code offering $18 off my first ride. I spent 15 or 20 minutes trying to apply the code when making arrangements to be picked up and the codes wouldn't even work. Uber sent the code that takes $15 off my first ride when I began making the arrangements and that code kept coming up as invalid too! Uber doesn't provide a phone number for you to call and they don't respond to email within 5 minutes. My driver said that another passenger had the same problem but the code eventually kicked in once they began their journey. """,2,1177,732,2015-12-12
"""I signed up for a ride and UBER sent the driver to the destination not the pick up point. So the driver came all the way back to get me as he said it was UBER'S fault and that this happens every once in a while. Then they charged me for all the time the driver spent both ways, I sent in a complaint and they told me basically, \""Too bad sorry we can not credit you.\"" They charged me nearly 3 times what the original quote was. Thanks for reading this.""",1,1178,451,2019-04-16
"""THIS IS AN EXTREMELY URGENT MATTER AS I AM LOOKING TO FILE FORMAL LEGAL CHARGES ON UBER CORPORATION IN SAN FRANCISCO as their malice & lack of proper technology has caused me to lose approx. $700 income which I have screenshots as proof, but they made a mockery of me by ignoring my very emotional one hour visit, providing all of my proof, & they ever intended on helping me at all. The supervisor promised to get San Francisco headquarters involved which he never did as I never received any reimbursement to income loss or an explanation to why they are allowing this harassment to continue! I was given \""inside\"" information on why this is happening to me only in the day shift and if it is true, Uber can be shut down for this!""",1,1179,731,2018-01-26
"""In fairness these 2 don't play fair. Yes, fairness is important to many of us. Their ID is sketchy, no car safety checks and they don't pay taxes and fees that taxis do.""",1,1180,169,2017-10-05
"""Uber should review how to serve his customers. To delete my Uber account, it takes me 2 days and more than 10 messages-conversation with Uber Help Staffs (please review the history of messages)! It make customers like me scare and bore Uber! Let customers delete their own account as easy as creating an account! They also have no official notice by email to me about deleting my account and credit card informations.""",1,1181,417,2017-04-21
"""Why are uberX cars with license plates from other states allowed to pick up in the city of Denver, Colorado. We have over 20,000 homeless and 35 percent of our jobs pay 8 or 9 dollars an hour. Take care of your own people before letting uninsured unknown outsiders pick up your woman and children,Colorado. What the hell? UberX needs to go!""",1,1182,340,2014-11-27
"""I began using Uber in February 2018 for travel from home to Philadelphia airport. The price for the first trip was $43.39. I just tried to schedule a pickup for Tuesday morning at 545 am the time I usually travel and the Uber X (which I always take) is $82.00. This price has continually gone up over 4 months. Uber is no longer a viable option for me.""",1,1183,352,2018-05-28
"""My experiences are mixed, with a couple of good rides, but on the whole were negative. Actual experiences: Bad - surge pricing has no upper limit. A trip which normally costs about $20 ended up costing almost $150 due to Uber's uncapped surge pricing policy. Uber has no city or government limit on prices, meaning that they can pretty much gouge what they want, as opposed to taxis who have rates limited by law. Often the surge pricing does not reflect the reality of what the demand and cost actually are out in the streets, extending beyond the actual \""surge\"" in demand in order to add a little extra.""",2,1184,605,2016-03-19
"""For all there data, which is impressive, they have no idea or are just plain heartless, that taxis drive  19.1 mph. Which translates to $13.62 per hour. The same # all the other drivers mention.  I am giving it up and I work mostly in the Hamptons, NY, where they raise the rate 60-70% to $22.31 per hour.  People have no problem paying more ant the Hamptons rate should be the BASE rate. Basically this app sucks. I agree with a previous review that said you make pennies. Consider this, you drive 12 min to pickup, do a 5 min fare, and collect $3.67.  BTW, you have no idea where you are going. So now you are 5 min further out of your way. Stay on the N. Fork (LI) and do garbage fares for $13/hr or drive to the S. Fork with nothing? Nobody tips, 8% of people.  Sure it's in the app, but I could not find it for my fare in their phone. Sure you work the \""Surge\"" 1.8X, wow, now you make $20 and hour and get a red light ticket/pulled over because you don't know where you are.  Not to mention, you never work a surge for an hour because it disappears as  you approach, they know you are coming.  Therefore to make money, you turn off the app....no you don't make money or work that hour for a surge.  BTW there are 1000 ubers around you at all times, watching the ants on the consumer app drives you nuts. Lyft shows you were they are at any location: another form of torture as it confirms your good spot is taken up by 23 Lyfts (which is about 60% of the Uber fleet). 3 Long hauls to NYC for a \""Bro price\"" which not only includes gas, but lunch too: 2:35 hours to make $82, or 1:05 to make $80 when picked up in the Hamptons. I complained about the 82 fare, Uber said it was Kosher: sure I dropped at LaGuardia AND MIDTOWN in rush hour, no worries. Sat night I earned $296 in the Hamptons, minus gas in 10 hours.  I KNOW THE HAMPTONS and have driven taxis since '99 part time.  This is what a good driver gets for driving 300 miles. Every night I drive is 250-300 miles. 1000's of miles add up.  Uber will get you out of a financial jam, and I will use it on MONGO nights: Concerts/Labor day, but it sucks and they have no problem having it suck for the driver, evidenced by the fares.  That's all I got...oh yeah, premium/select drivers do 10% premium fares (30% of their profit), but do 90% of the base x fare.  So they make....$18 per hour to pay for their Mercedes:) or grind it into dust. XL Fares are few and far in between, unlike gas stations for my Yukon.  My car was a Charger 25 mpg+.  NO Money in it. As the last fare said, give this up...and wait tables. I did get $210 for the puker in my car from S.Hampton, same care I put my kids in.......delete the app is what I should do.""",1,1185,2696,2017-08-09
"""I'm informing you of some issues that are occurring while using these services. My girlfriend uses uber 5 days out of the week to go to both her school and her work each day. However, we have noticed more lately that the uber drivers keep canceling the rides. It will say they are arriving in 13 mins or however far they are then when they get close they cancel the ride so we request another trip but no 1 is available or it takes up to 15 or sometimes 20 mins to even get another person to accept the request.""",2,1186,511,2017-05-05
"""Took a Uber ride about 8 minutes. The driver was Spanish. 3 hours later get email Uber takes $80 out of my Visa card. Apparently driver says 3 hours later I did damage. This is Uber's cleaning fee then I find out the driver was suppose to be a ** but I called, filed complaint but this is a scam all over Uber.""",1,1187,310,2018-09-12
"""Drivers were close by every time I requested a pickup. Definitely a plus when you're kind of in a hurry. All vehicles were clean and dent free. As the drivers go each were pleasant to speak with. In general my experience was great overall. Just a little odd when deciding how much to tip, not sure how much of a tip they get from the company itself.""",4,1188,349,2019-03-12
"""Same of your drivers have different things in their car. All drivers should care some extra things but I have always been happy with the service.""",5,1189,145,2017-09-09
"""They deducted total 202 Rs. for very short distance share/pool ride while showed only 54 Rs. while booking the cab. They first deducted 148 Rs. from my Paytm account after the ride completed on 22nd March around 8:30 pm. Then while I complained to customer care, next day they told they adjusted the fare to 54 and rest 148 will be refunded back in 3 days, and again deducted 54 Rs. from Paytm on 23rd March in the morning 7:53 am (I did not take any ride). So total 202 (148+54) Rs. deduction happened. Now after 6 days while I inquired asking about my money they told it was longer route and refund not processed. While I did not take any longer route after asking again and again. Also they only saying money is adjusted and no update about refund. Such a cheat.""",1,1190,765,2017-03-31
"""Today I took an UberX from where I live to the Port of Boston. After the ride back, I noticed that the ride back cost me nearly $8.00 and that I was charged $22.00 for the way in and then another $11.00 because the driver indicated we were a group of 5. I asked a revision from Uber and they just ignored my request. After another e-mail they continued ignoring my request and indicated they had solved my problem! I'm now trying Lyft. Shame on you Uber!""",1,1191,454,2016-09-25
"""If anything goes wrong with the instant payment option, you have to have your bank account linked or you can't get paid. So if you don't have enough a bank account you're screwed and will not be paid. Their support told me this. I'm writing a review and reporting them.""",1,1192,269,2018-12-29
"""I have tried on 2 separate occasions to get a ride home from Uber. _x000D_The first time, the driver cancelled the ride when he saw that I had a cart full of groceries. I was charged for that cancellation, but later given a $5 credit._x000D_When I went to use Uber again, the driver was in front of me, pulled up. I waved and he pulled away. I watched him around my apt complex. after that, I was charged $5 I was asked to rate the driver. How can one rate a driver when you did not even get in the car? That driver was given 1 star for not even attempting to contact me and for just driving by a couple of times. I was waiting outside before he got there. Literally, he was only 2 ft in front of me when he pulled up. He saw me and left.  _x000D_The last time I tried to use Uber again for a ride home from the grocery store (I contacted customer service about being left at the store the first time and was told that it would not happen again) Well, it did. The driver never showed and never bothered to contact me. He cancelled the ride once he got there. I requested Uber again, he cancelled the ride immediately. No charge for either cancellation. _x000D_So, if there is any Uber driver's out who can answer this... since Uber customer support does not answer it directly. Does Uber not pick up customers from grocery stores?""",1,1193,1330,2015-08-11
"""I thought this was very practical until my card was fraudulently charged twice tonight and I discovered how ridiculously difficult it is to do anything about it! I saw the ride come up and cancelled the first one, but I got charged anyway because it was cancelled at the last minute - to the tune of £17! I emailed UBER support right away but they are not available during the late night, it seems. I have changed my password and sent another email asking to delete my account but am afraid I will get charged again despite it all. Why is it not possible to take the credit card off the site? I don't want to go through the hassle of cancelling my card when it's just an UBER problem. If the site just offered that option I wouldn't be deleting my account. But now I'm totally turned off UBER and will stop using them asap.""",1,1194,823,2015-05-23
